START_DATE,START_DATE,START_TIME,END_DATE,END_DATE,END_TIME,TIME DIFF(MINS),HOURS,CATEGORY,START,STOP,MILES,SPEED,PURPOSE
01-01-2016 21:11,01-01-2016,09:11:00 PM,01-01-2016 21:17,01-01-2016,09:17:00 PM,12:06:00 AM,0.10,Business,Fort Pierce,Fort Pierce,5.1,51.0,Meal/Entertain
01-02-2016 01:25,02-01-2016,01:25:00 AM,01-02-2016 01:37,02-01-2016,01:37:00 AM,12:12:00 AM,0.20,Business,Fort Pierce,Fort Pierce,5,25.0,Unknown
01-02-2016 20:25,02-01-2016,08:25:00 PM,01-02-2016 20:38,02-01-2016,08:38:00 PM,12:13:00 AM,0.22,Business,Fort Pierce,Fort Pierce,4.8,22.2,Errand/Supplies
01-05-2016 17:31,05-01-2016,05:31:00 PM,01-05-2016 17:45,05-01-2016,05:45:00 PM,12:14:00 AM,0.23,Business,Fort Pierce,Fort Pierce,4.7,20.1,Meeting
01-06-2016 14:42,06-01-2016,02:42:00 PM,01-06-2016 15:49,06-01-2016,03:49:00 PM,01:07:00 AM,1.12,Business,Fort Pierce,West Palm Beach,63.7,57.0,Customer Visit
01-06-2016 17:15,06-01-2016,05:15:00 PM,01-06-2016 17:19,06-01-2016,05:19:00 PM,12:04:00 AM,0.07,Business,West Palm Beach,West Palm Beach,4.3,64.5,Meal/Entertain
01-06-2016 17:30,06-01-2016,05:30:00 PM,01-06-2016 17:35,06-01-2016,05:35:00 PM,12:05:00 AM,0.08,Business,West Palm Beach,Palm Beach,7.1,85.2,Meeting
01-07-2016 13:27,07-01-2016,01:27:00 PM,01-07-2016 13:33,07-01-2016,01:33:00 PM,12:06:00 AM,0.10,Business,Cary,Cary,0.8,8.0,Meeting
01-10-2016 08:05,10-01-2016,08:05:00 AM,01-10-2016 08:25,10-01-2016,08:25:00 AM,12:20:00 AM,0.33,Business,Cary,Morrisville,8.3,24.9,Meeting
01-10-2016 12:17,10-01-2016,12:17:00 PM,01-10-2016 12:44,10-01-2016,12:44:00 PM,12:27:00 AM,0.45,Business,Jamaica,New York,16.5,36.7,Customer Visit
01-10-2016 15:08,10-01-2016,03:08:00 PM,01-10-2016 15:51,10-01-2016,03:51:00 PM,12:43:00 AM,0.72,Business,New York,Queens,10.8,15.1,Meeting
01-10-2016 18:18,10-01-2016,06:18:00 PM,01-10-2016 18:53,10-01-2016,06:53:00 PM,12:35:00 AM,0.58,Business,Elmhurst,New York,7.5,12.9,Meeting
01-10-2016 19:12,10-01-2016,07:12:00 PM,01-10-2016 19:32,10-01-2016,07:32:00 PM,12:20:00 AM,0.33,Business,Midtown,East Harlem,6.2,18.6,Meeting
01-11-2016 08:55,11-01-2016,08:55:00 AM,01-11-2016 09:21,11-01-2016,09:21:00 AM,12:26:00 AM,0.43,Business,East Harlem,NoMad,6.4,14.8,Temporary Site
01-11-2016 11:56,11-01-2016,11:56:00 AM,01-11-2016 12:03,11-01-2016,12:03:00 PM,12:07:00 AM,0.12,Business,Flatiron District,Midtown,1.6,13.7,Errand/Supplies
01-11-2016 13:32,11-01-2016,01:32:00 PM,01-11-2016 13:46,11-01-2016,01:46:00 PM,12:14:00 AM,0.23,Business,Midtown,Midtown East,1.7,7.3,Meal/Entertain
01-11-2016 14:30,11-01-2016,02:30:00 PM,01-11-2016 14:43,11-01-2016,02:43:00 PM,12:13:00 AM,0.22,Business,Midtown East,Midtown,1.9,8.8,Meal/Entertain
01-12-2016 12:33,12-01-2016,12:33:00 PM,01-12-2016 12:49,12-01-2016,12:49:00 PM,12:16:00 AM,0.27,Business,Midtown,Hudson Square,1.9,7.1,Meal/Entertain
01-12-2016 12:53,12-01-2016,12:53:00 PM,01-12-2016 13:09,12-01-2016,01:09:00 PM,12:16:00 AM,0.27,Business,Hudson Square,Lower Manhattan,4,15.0,Meal/Entertain
01-12-2016 14:42,12-01-2016,02:42:00 PM,01-12-2016 14:56,12-01-2016,02:56:00 PM,12:14:00 AM,0.23,Business,Lower Manhattan,Hudson Square,1.8,7.7,Errand/Supplies
01-12-2016 15:13,12-01-2016,03:13:00 PM,01-12-2016 15:28,12-01-2016,03:28:00 PM,12:15:00 AM,0.25,Business,Hudson Square,Hell's Kitchen,2.4,9.6,Customer Visit
01-12-2016 15:42,12-01-2016,03:42:00 PM,01-12-2016 15:54,12-01-2016,03:54:00 PM,12:12:00 AM,0.20,Business,Hell's Kitchen,Midtown,2,10.0,Errand/Supplies
01-12-2016 16:02,12-01-2016,04:02:00 PM,01-12-2016 17:00,12-01-2016,05:00:00 PM,12:58:00 AM,0.97,Business,New York,Queens County,15.1,15.6,Meeting
1-13-2016 13:54,13-01-2016,01:54:00 PM,1-13-2016 14:07,13-01-2016,02:07:00 PM,12:13:00 AM,0.22,Business,Downtown,Gulfton,11.2,51.7,Meeting
1-13-2016 15:00,13-01-2016,03:00:00 PM,1-13-2016 15:28,13-01-2016,03:28:00 PM,12:28:00 AM,0.47,Business,Gulfton,Downtown,11.8,25.3,Meeting
1-14-2016 16:29,14-01-2016,04:29:00 PM,1-14-2016 17:05,14-01-2016,05:05:00 PM,12:36:00 AM,0.60,Business,Houston,Houston,21.9,36.5,Customer Visit
1-14-2016 21:39,14-01-2016,09:39:00 PM,1-14-2016 21:45,14-01-2016,09:45:00 PM,12:06:00 AM,0.10,Business,Eagan Park,Jamestown Court,3.9,39.0,Errand/Supplies
1-15-2016 0:41,15-01-2016,12:41:00 AM,1-15-2016 1:01,15-01-2016,01:01:00 AM,12:20:00 AM,0.33,Business,Morrisville,Cary,8,24.0,Errand/Supplies
1-15-2016 11:43,15-01-2016,11:43:00 AM,1-15-2016 12:03,15-01-2016,12:03:00 PM,12:20:00 AM,0.33,Business,Cary,Durham,10.4,31.2,Meal/Entertain
1-15-2016 13:26,15-01-2016,01:26:00 PM,1-15-2016 13:44,15-01-2016,01:44:00 PM,12:18:00 AM,0.30,Business,Durham,Cary,10.4,34.7,Meal/Entertain
1-18-2016 14:55,18-01-2016,02:55:00 PM,1-18-2016 15:06,18-01-2016,03:06:00 PM,12:11:00 AM,0.18,Business,Cary,Cary,4.8,26.2,Meal/Entertain
1-18-2016 16:13,18-01-2016,04:13:00 PM,1-18-2016 16:24,18-01-2016,04:24:00 PM,12:11:00 AM,0.18,Business,Farmington Woods,Whitebridge,4.7,25.6,Meal/Entertain
1-19-2016 9:09,19-01-2016,09:09:00 AM,1-19-2016 9:23,19-01-2016,09:23:00 AM,12:14:00 AM,0.23,Business,Whitebridge,Lake Wellingborough,7.2,30.9,Unknown
1-19-2016 10:55,19-01-2016,10:55:00 AM,1-19-2016 11:09,19-01-2016,11:09:00 AM,12:14:00 AM,0.23,Business,Lake Wellingborough,Whitebridge,7.6,32.6,Temporary Site
1-20-2016 10:36,20-01-2016,10:36:00 AM,1-20-2016 11:11,20-01-2016,11:11:00 AM,12:35:00 AM,0.58,Business,Cary,Raleigh,17.1,29.3,Meeting
1-20-2016 11:48,20-01-2016,11:48:00 AM,1-20-2016 12:19,20-01-2016,12:19:00 PM,12:31:00 AM,0.52,Business,Fayetteville Street,Umstead,15.1,29.2,Meeting
1-20-2016 13:25,20-01-2016,01:25:00 PM,1-20-2016 14:19,20-01-2016,02:19:00 PM,12:54:00 AM,0.90,Business,Raleigh,Cary,40.2,44.7,Customer Visit
1-21-2016 14:25,21-01-2016,02:25:00 PM,1-21-2016 14:29,21-01-2016,02:29:00 PM,12:04:00 AM,0.07,Business,Cary,Cary,1.6,24.0,Errand/Supplies
1-21-2016 14:43,21-01-2016,02:43:00 PM,1-21-2016 14:51,21-01-2016,02:51:00 PM,12:08:00 AM,0.13,Business,Cary,Cary,2.4,18.0,Meal/Entertain
1-21-2016 16:01,21-01-2016,04:01:00 PM,1-21-2016 16:06,21-01-2016,04:06:00 PM,12:05:00 AM,0.08,Business,Cary,Cary,1,12.0,Meal/Entertain
1-26-2016 10:41,26-01-2016,10:41:00 AM,1-26-2016 10:50,26-01-2016,10:50:00 AM,12:09:00 AM,0.15,Business,Whitebridge,Hazelwood,2,13.3,Meal/Entertain
1-26-2016 12:33,26-01-2016,12:33:00 PM,1-26-2016 12:41,26-01-2016,12:41:00 PM,12:08:00 AM,0.13,Business,Hazelwood,Whitebridge,2.3,17.3,Errand/Supplies
1-26-2016 16:24,26-01-2016,04:24:00 PM,1-26-2016 16:32,26-01-2016,04:32:00 PM,12:08:00 AM,0.13,Business,Whitebridge,Westpark Place,1.9,14.3,Errand/Supplies
1-26-2016 17:17,26-01-2016,05:17:00 PM,1-26-2016 17:22,26-01-2016,05:22:00 PM,12:05:00 AM,0.08,Business,Cary,Cary,1.4,16.8,Errand/Supplies
1-26-2016 17:27,26-01-2016,05:27:00 PM,1-26-2016 17:29,26-01-2016,05:29:00 PM,12:02:00 AM,0.03,Business,Cary,Cary,0.5,15.0,Errand/Supplies
1-27-2016 9:24,27-01-2016,09:24:00 AM,1-27-2016 9:31,27-01-2016,09:31:00 AM,12:07:00 AM,0.12,Business,Cary,Cary,1.8,15.4,Meeting
1-27-2016 10:19,27-01-2016,10:19:00 AM,1-27-2016 10:48,27-01-2016,10:48:00 AM,12:29:00 AM,0.48,Business,Cary,Raleigh,18.7,38.7,Customer Visit
1-27-2016 12:34,27-01-2016,12:34:00 PM,1-27-2016 12:44,27-01-2016,12:44:00 PM,12:10:00 AM,0.17,Business,Fairmont,Meredith Townes,3.4,20.4,Customer Visit
1-27-2016 14:05,27-01-2016,02:05:00 PM,1-27-2016 14:13,27-01-2016,02:13:00 PM,12:08:00 AM,0.13,Business,Raleigh,Raleigh,2.7,20.3,Customer Visit
1-27-2016 14:46,27-01-2016,02:46:00 PM,1-27-2016 15:08,27-01-2016,03:08:00 PM,12:22:00 AM,0.37,Business,Raleigh,Cary,12.9,35.2,Customer Visit
1-28-2016 12:28,28-01-2016,12:28:00 PM,1-28-2016 13:00,28-01-2016,01:00:00 PM,12:32:00 AM,0.53,Business,Cary,Raleigh,19,35.6,Temporary Site
1-28-2016 15:11,28-01-2016,03:11:00 PM,1-28-2016 15:31,28-01-2016,03:31:00 PM,12:20:00 AM,0.33,Business,Meredith Townes,Leesville Hollow,14.7,44.1,Meeting
1-28-2016 16:21,28-01-2016,04:21:00 PM,1-28-2016 16:51,28-01-2016,04:51:00 PM,12:30:00 AM,0.50,Business,Raleigh,Cary,15.7,31.4,Meeting
1-29-2016 9:31,29-01-2016,09:31:00 AM,1-29-2016 9:45,29-01-2016,09:45:00 AM,12:14:00 AM,0.23,Business,Cary,Cary,4.6,19.7,Customer Visit
1-29-2016 10:56,29-01-2016,10:56:00 AM,1-29-2016 11:07,29-01-2016,11:07:00 AM,12:11:00 AM,0.18,Business,Cary,Cary,5.2,28.4,Meeting
1-29-2016 11:43,29-01-2016,11:43:00 AM,1-29-2016 12:03,29-01-2016,12:03:00 PM,12:20:00 AM,0.33,Business,Cary,Durham,10.4,31.2,Meeting
1-29-2016 13:24,29-01-2016,01:24:00 PM,1-29-2016 13:47,29-01-2016,01:47:00 PM,12:23:00 AM,0.38,Business,Durham,Cary,10.1,26.3,Meeting
1-29-2016 18:31,29-01-2016,06:31:00 PM,1-29-2016 18:52,29-01-2016,06:52:00 PM,12:21:00 AM,0.35,Business,Cary,Apex,5.8,16.6,Errand/Supplies
1-29-2016 21:21,29-01-2016,09:21:00 PM,1-29-2016 21:40,29-01-2016,09:40:00 PM,12:19:00 AM,0.32,Business,Apex,Cary,5.5,17.4,Meal/Entertain
1-30-2016 16:21,30-01-2016,04:21:00 PM,1-30-2016 16:33,30-01-2016,04:33:00 PM,12:12:00 AM,0.20,Business,Cary,Apex,5.7,28.5,Errand/Supplies
1-30-2016 18:09,30-01-2016,06:09:00 PM,1-30-2016 18:24,30-01-2016,06:24:00 PM,12:15:00 AM,0.25,Business,Apex,Cary,5.7,22.8,Customer Visit
02-01-2016 10:35,01-02-2016,10:35:00 AM,02-01-2016 11:15,01-02-2016,11:15:00 AM,12:40:00 AM,0.67,Business,Cary,Chapel Hill,19.4,29.1,Customer Visit
02-01-2016 12:10,01-02-2016,12:10:00 PM,02-01-2016 12:43,01-02-2016,12:43:00 PM,12:33:00 AM,0.55,Business,Chapel Hill,Cary,23.3,42.4,Customer Visit
02-01-2016 12:56,01-02-2016,12:56:00 PM,02-01-2016 13:07,01-02-2016,01:07:00 PM,12:11:00 AM,0.18,Business,Northwoods,Whitebridge,3.9,21.3,Meal/Entertain
02-02-2016 13:04,02-02-2016,01:04:00 PM,02-02-2016 13:23,02-02-2016,01:23:00 PM,12:19:00 AM,0.32,Business,Whitebridge,Williamsburg Manor,8.3,26.2,Meeting
02-02-2016 13:51,02-02-2016,01:51:00 PM,02-02-2016 14:06,02-02-2016,02:06:00 PM,12:15:00 AM,0.25,Business,Cary,Cary,6,24.0,Errand/Supplies
02-02-2016 14:38,02-02-2016,02:38:00 PM,02-02-2016 14:42,02-02-2016,02:42:00 PM,12:04:00 AM,0.07,Business,Cary,Cary,1.6,24.0,Errand/Supplies
02-04-2016 08:40,04-02-2016,08:40:00 AM,02-04-2016 09:01,04-02-2016,09:01:00 AM,12:21:00 AM,0.35,Business,Cary,Morrisville,5.2,14.9,Errand/Supplies
02-04-2016 09:37,04-02-2016,09:37:00 AM,02-04-2016 10:09,04-02-2016,10:09:00 AM,12:32:00 AM,0.53,Business,Morrisville,Cary,9.7,18.2,Meal/Entertain
02-04-2016 10:26,04-02-2016,10:26:00 AM,02-04-2016 10:32,04-02-2016,10:32:00 AM,12:06:00 AM,0.10,Business,Cary,Cary,1.6,16.0,Meal/Entertain
02-04-2016 15:59,04-02-2016,03:59:00 PM,02-04-2016 16:03,04-02-2016,04:03:00 PM,12:04:00 AM,0.07,Business,Cary,Cary,1.1,16.5,Meal/Entertain
02-04-2016 16:35,04-02-2016,04:35:00 PM,02-04-2016 16:39,04-02-2016,04:39:00 PM,12:04:00 AM,0.07,Business,Cary,Cary,1.6,24.0,Meal/Entertain
02-04-2016 18:04,04-02-2016,06:04:00 PM,02-04-2016 18:31,04-02-2016,06:31:00 PM,12:27:00 AM,0.45,Business,Whitebridge,Macgregor Downs,9,20.0,Meeting
02-04-2016 20:36,04-02-2016,08:36:00 PM,02-04-2016 20:55,04-02-2016,08:55:00 PM,12:19:00 AM,0.32,Business,Cary,Cary,7.7,24.3,Meeting
02-05-2016 11:47,05-02-2016,11:47:00 AM,02-05-2016 12:07,05-02-2016,12:07:00 PM,12:20:00 AM,0.33,Business,Cary,Durham,10.4,31.2,Meeting
02-05-2016 13:22,05-02-2016,01:22:00 PM,02-05-2016 13:41,05-02-2016,01:41:00 PM,12:19:00 AM,0.32,Business,Durham,Cary,10.4,32.8,Meeting
02-06-2016 16:20,06-02-2016,04:20:00 PM,02-06-2016 16:53,06-02-2016,04:53:00 PM,12:33:00 AM,0.55,Business,Cary,Raleigh,11.4,20.7,Between Offices
02-06-2016 18:57,06-02-2016,06:57:00 PM,02-06-2016 19:21,06-02-2016,07:21:00 PM,12:24:00 AM,0.40,Business,Raleigh,Cary,9,22.5,Errand/Supplies
02-06-2016 19:28,06-02-2016,07:28:00 PM,02-06-2016 19:37,06-02-2016,07:37:00 PM,12:09:00 AM,0.15,Business,Edgehill Farms,Whitebridge,3.2,21.3,Meal/Entertain
02-07-2016 16:49,07-02-2016,04:49:00 PM,02-07-2016 17:01,07-02-2016,05:01:00 PM,12:12:00 AM,0.20,Business,Cary,Apex,5.6,28.0,Errand/Supplies
02-07-2016 18:03,07-02-2016,06:03:00 PM,02-07-2016 18:17,07-02-2016,06:17:00 PM,12:14:00 AM,0.23,Business,Apex,Cary,5.7,24.4,Customer Visit
02-07-2016 18:39,07-02-2016,06:39:00 PM,02-07-2016 18:53,07-02-2016,06:53:00 PM,12:14:00 AM,0.23,Business,Cary,Morrisville,6.1,26.1,Temporary Site
02-07-2016 20:22,07-02-2016,08:22:00 PM,02-07-2016 20:40,07-02-2016,08:40:00 PM,12:18:00 AM,0.30,Business,Morrisville,Cary,6.1,20.3,Meeting
02-08-2016 12:57,08-02-2016,12:57:00 PM,02-08-2016 13:08,08-02-2016,01:08:00 PM,12:11:00 AM,0.18,Business,Whitebridge,Edgehill Farms,4.3,23.5,Meal/Entertain
02-08-2016 14:00,08-02-2016,02:00:00 PM,02-08-2016 14:10,08-02-2016,02:10:00 PM,12:10:00 AM,0.17,Business,Edgehill Farms,Whitebridge,2.7,16.2,Meal/Entertain
02-09-2016 10:54,09-02-2016,10:54:00 AM,02-09-2016 11:07,09-02-2016,11:07:00 AM,12:13:00 AM,0.22,Personal,Whitebridge,Northwoods,5.3,24.5,Unknown
02-09-2016 11:43,09-02-2016,11:43:00 AM,02-09-2016 11:50,09-02-2016,11:50:00 AM,12:07:00 AM,0.12,Personal,Northwoods,Tanglewood,3,25.7,Unknown
02-09-2016 13:36,09-02-2016,01:36:00 PM,02-09-2016 13:52,09-02-2016,01:52:00 PM,12:16:00 AM,0.27,Personal,Tanglewood,Preston,5.1,19.1,Unknown
02-09-2016 13:58,09-02-2016,01:58:00 PM,02-09-2016 14:02,09-02-2016,02:02:00 PM,12:04:00 AM,0.07,Personal,Preston,Whitebridge,1.5,22.5,Unknown
02-09-2016 18:55,09-02-2016,06:55:00 PM,02-09-2016 19:11,09-02-2016,07:11:00 PM,12:16:00 AM,0.27,Business,Cary,Morrisville,6.1,22.9,Unknown
02-09-2016 20:24,09-02-2016,08:24:00 PM,02-09-2016 20:40,09-02-2016,08:40:00 PM,12:16:00 AM,0.27,Business,Morrisville,Cary,6.1,22.9,Meal/Entertain
02-11-2016 16:28,11-02-2016,04:28:00 PM,02-11-2016 17:10,11-02-2016,05:10:00 PM,12:42:00 AM,0.70,Business,Cary,Raleigh,17.3,24.7,Meal/Entertain
02-11-2016 17:49,11-02-2016,05:49:00 PM,02-11-2016 18:10,11-02-2016,06:10:00 PM,12:21:00 AM,0.35,Business,Eastgate,Walnut Terrace,5.7,16.3,Meal/Entertain
02-11-2016 18:24,11-02-2016,06:24:00 PM,02-11-2016 18:46,11-02-2016,06:46:00 PM,12:22:00 AM,0.37,Business,Raleigh,Morrisville,13.5,36.8,Temporary Site
02-11-2016 20:36,11-02-2016,08:36:00 PM,02-11-2016 20:51,11-02-2016,08:51:00 PM,12:15:00 AM,0.25,Business,Morrisville,Cary,6.1,24.4,Temporary Site
02-12-2016 08:21,12-02-2016,08:21:00 AM,02-12-2016 08:42,12-02-2016,08:42:00 AM,12:21:00 AM,0.35,Business,Cary,Durham,8.5,24.3,Temporary Site
02-12-2016 10:45,12-02-2016,10:45:00 AM,02-12-2016 10:52,12-02-2016,10:52:00 AM,12:07:00 AM,0.12,Business,Durham,Morrisville,2.6,22.3,Temporary Site
02-12-2016 11:14,12-02-2016,11:14:00 AM,02-12-2016 11:35,12-02-2016,11:35:00 AM,12:21:00 AM,0.35,Business,Morrisville,Raleigh,17,48.6,Customer Visit
02-12-2016 13:02,12-02-2016,01:02:00 PM,02-12-2016 13:36,12-02-2016,01:36:00 PM,12:34:00 AM,0.57,Business,Raleigh,Cary,18,31.8,Meeting
02-12-2016 14:49,12-02-2016,02:49:00 PM,02-12-2016 15:06,12-02-2016,03:06:00 PM,12:17:00 AM,0.28,Business,Cary,Morrisville,8.4,29.6,Meeting
02-12-2016 15:33,12-02-2016,03:33:00 PM,02-12-2016 16:06,12-02-2016,04:06:00 PM,12:33:00 AM,0.55,Business,Morrisville,Cary,11.5,20.9,Customer Visit
2-13-2016 14:21,13-02-2016,02:21:00 PM,2-13-2016 14:41,13-02-2016,02:41:00 PM,12:20:00 AM,0.33,Business,Cary,Morrisville,8.9,26.7,Meeting
2-13-2016 23:45,13-02-2016,11:45:00 PM,2-14-2016 0:01,14-02-2016,12:01:00 AM,12:16:00 AM,0.27,Personal,East Elmhurst,Jackson Heights,2.7,10.1,Unknown
2-14-2016 0:50,14-02-2016,12:50:00 AM,2-14-2016 1:00,14-02-2016,01:00:00 AM,12:10:00 AM,0.17,Personal,Jackson Heights,East Elmhurst,1.8,10.8,Unknown
2-14-2016 14:07,14-02-2016,02:07:00 PM,2-14-2016 14:40,14-02-2016,02:40:00 PM,12:33:00 AM,0.55,Business,East Elmhurst,New York,8.1,14.7,Meeting
2-14-2016 14:46,14-02-2016,02:46:00 PM,2-14-2016 15:03,14-02-2016,03:03:00 PM,12:17:00 AM,0.28,Business,Midtown,Midtown West,2,7.1,Meeting
2-14-2016 16:35,14-02-2016,04:35:00 PM,2-14-2016 17:02,14-02-2016,05:02:00 PM,12:27:00 AM,0.45,Business,New York,Long Island City,13,28.9,Meeting
2-14-2016 17:06,14-02-2016,05:06:00 PM,2-14-2016 17:29,14-02-2016,05:29:00 PM,12:23:00 AM,0.38,Business,Long Island City,Jamaica,13.9,36.3,Meeting
2-16-2016 3:21,16-02-2016,03:21:00 AM,2-16-2016 4:13,16-02-2016,04:13:00 AM,12:52:00 AM,0.87,Business,Katunayaka,Unknown Location,43.7,50.4,Customer Visit
2-16-2016 8:29,16-02-2016,08:29:00 AM,2-16-2016 9:34,16-02-2016,09:34:00 AM,01:05:00 AM,1.08,Business,Unknown Location,Colombo,14.1,13.0,Unknown
2-16-2016 10:31,16-02-2016,10:31:00 AM,2-16-2016 10:41,16-02-2016,10:41:00 AM,12:10:00 AM,0.17,Business,Colombo,Colombo,2.6,15.6,Unknown
2-16-2016 11:32,16-02-2016,11:32:00 AM,2-16-2016 12:02,16-02-2016,12:02:00 PM,12:30:00 AM,0.50,Business,Colombo,Colombo,4.5,9.0,Unknown
2-16-2016 12:39,16-02-2016,12:39:00 PM,2-16-2016 12:42,16-02-2016,12:42:00 PM,12:03:00 AM,0.05,Business,Colombo,Colombo,1.7,34.0,Unknown
2-16-2016 13:43,16-02-2016,01:43:00 PM,2-16-2016 13:55,16-02-2016,01:55:00 PM,12:12:00 AM,0.20,Business,Colombo,Colombo,1.8,9.0,Temporary Site
2-16-2016 16:34,16-02-2016,04:34:00 PM,2-16-2016 17:10,16-02-2016,05:10:00 PM,12:36:00 AM,0.60,Business,Colombo,Colombo,6,10.0,Unknown
2-16-2016 17:17,16-02-2016,05:17:00 PM,2-16-2016 17:26,16-02-2016,05:26:00 PM,12:09:00 AM,0.15,Business,Colombo,Nugegoda,1.1,7.3,Meal/Entertain
2-16-2016 17:40,16-02-2016,05:40:00 PM,2-16-2016 17:44,16-02-2016,05:44:00 PM,12:04:00 AM,0.07,Business,Nugegoda,Unknown Location,3.6,54.0,Errand/Supplies
2-17-2016 13:18,17-02-2016,01:18:00 PM,2-17-2016 14:04,17-02-2016,02:04:00 PM,12:46:00 AM,0.77,Business,Unknown Location,Colombo,14.7,19.2,Temporary Site
2-17-2016 15:17,17-02-2016,03:17:00 PM,2-17-2016 15:22,17-02-2016,03:22:00 PM,12:05:00 AM,0.08,Business,Colombo,Colombo,1.7,20.4,Meal/Entertain
2-17-2016 15:33,17-02-2016,03:33:00 PM,2-17-2016 16:17,17-02-2016,04:17:00 PM,12:44:00 AM,0.73,Business,Colombo,Katunayaka,21.4,29.2,Temporary Site
2-17-2016 16:38,17-02-2016,04:38:00 PM,2-17-2016 16:43,17-02-2016,04:43:00 PM,12:05:00 AM,0.08,Business,Katunayaka,Katunayaka,0.5,6.0,Errand/Supplies
2-18-2016 14:03,18-02-2016,02:03:00 PM,2-18-2016 14:45,18-02-2016,02:45:00 PM,12:42:00 AM,0.70,Business,Unknown Location,Islamabad,12.7,18.1,Temporary Site
2-18-2016 15:16,18-02-2016,03:16:00 PM,2-18-2016 15:31,18-02-2016,03:31:00 PM,12:15:00 AM,0.25,Business,Islamabad,Unknown Location,6,24.0,Temporary Site
2-18-2016 18:44,18-02-2016,06:44:00 PM,2-18-2016 18:58,18-02-2016,06:58:00 PM,12:14:00 AM,0.23,Business,Unknown Location,Islamabad,5.2,22.3,Customer Visit
2-18-2016 19:27,18-02-2016,07:27:00 PM,2-18-2016 20:08,18-02-2016,08:08:00 PM,12:41:00 AM,0.68,Business,Islamabad,Unknown Location,10,14.6,Meeting
2-19-2016 9:02,19-02-2016,09:02:00 AM,2-19-2016 9:14,19-02-2016,09:14:00 AM,12:12:00 AM,0.20,Business,Unknown Location,Unknown Location,18.3,91.5,Meeting
2-19-2016 9:21,19-02-2016,09:21:00 AM,2-19-2016 9:51,19-02-2016,09:51:00 AM,12:30:00 AM,0.50,Business,Unknown Location,Unknown Location,11.2,22.4,Meeting
2-19-2016 10:21,19-02-2016,10:21:00 AM,2-19-2016 10:48,19-02-2016,10:48:00 AM,12:27:00 AM,0.45,Business,Unknown Location,Islamabad,7.6,16.9,Meeting
2-19-2016 11:20,19-02-2016,11:20:00 AM,2-19-2016 11:26,19-02-2016,11:26:00 AM,12:06:00 AM,0.10,Personal,Islamabad,Islamabad,1.5,15.0,Unknown
2-19-2016 11:45,19-02-2016,11:45:00 AM,2-19-2016 11:50,19-02-2016,11:50:00 AM,12:05:00 AM,0.08,Personal,Islamabad,Islamabad,1,12.0,Unknown
2-19-2016 12:09,19-02-2016,12:09:00 PM,2-19-2016 12:27,19-02-2016,12:27:00 PM,12:18:00 AM,0.30,Business,Islamabad,Unknown Location,7.3,24.3,Temporary Site
2-19-2016 16:26,19-02-2016,04:26:00 PM,2-19-2016 16:45,19-02-2016,04:45:00 PM,12:19:00 AM,0.32,Business,Unknown Location,Islamabad,3.5,11.1,Unknown
2-19-2016 17:09,19-02-2016,05:09:00 PM,2-19-2016 17:20,19-02-2016,05:20:00 PM,12:11:00 AM,0.18,Business,Islamabad,Islamabad,4.2,22.9,Unknown
2-19-2016 20:08,19-02-2016,08:08:00 PM,2-19-2016 20:30,19-02-2016,08:30:00 PM,12:22:00 AM,0.37,Personal,Islamabad,Unknown Location,13.6,37.1,Unknown
2-19-2016 20:34,19-02-2016,08:34:00 PM,2-19-2016 20:51,19-02-2016,08:51:00 PM,12:17:00 AM,0.28,Personal,Unknown Location,Unknown Location,2.5,8.8,Unknown
2-20-2016 7:59,20-02-2016,07:59:00 AM,2-20-2016 8:32,20-02-2016,08:32:00 AM,12:33:00 AM,0.55,Personal,Unknown Location,Islamabad,14.4,26.2,Unknown
2-20-2016 10:48,20-02-2016,10:48:00 AM,2-20-2016 10:56,20-02-2016,10:56:00 AM,12:08:00 AM,0.13,Personal,Islamabad,Islamabad,3,22.5,Unknown
2-20-2016 11:45,20-02-2016,11:45:00 AM,2-20-2016 11:53,20-02-2016,11:53:00 AM,12:08:00 AM,0.13,Personal,Islamabad,Islamabad,1.5,11.3,Unknown
2-20-2016 12:41,20-02-2016,12:41:00 PM,2-20-2016 13:17,20-02-2016,01:17:00 PM,12:36:00 AM,0.60,Business,Islamabad,Rawalpindi,18.4,30.7,Unknown
2-20-2016 14:50,20-02-2016,02:50:00 PM,2-20-2016 15:54,20-02-2016,03:54:00 PM,01:04:00 AM,1.07,Business,Rawalpindi,Rawalpindi,23.1,21.7,Meeting
2-20-2016 16:59,20-02-2016,04:59:00 PM,2-20-2016 17:54,20-02-2016,05:54:00 PM,12:55:00 AM,0.92,Personal,Rawalpindi,Unknown Location,16.5,18.0,Unknown
2-20-2016 18:00,20-02-2016,06:00:00 PM,2-20-2016 18:03,20-02-2016,06:03:00 PM,12:03:00 AM,0.05,Business,Unknown Location,Unknown Location,3.2,64.0,Errand/Supplies
2-20-2016 19:28,20-02-2016,07:28:00 PM,2-20-2016 19:49,20-02-2016,07:49:00 PM,12:21:00 AM,0.35,Business,Unknown Location,Unknown Location,7.7,22.0,Errand/Supplies
2-21-2016 9:07,21-02-2016,09:07:00 AM,2-21-2016 9:46,21-02-2016,09:46:00 AM,12:39:00 AM,0.65,Business,Unknown Location,Islamabad,14.5,22.3,Unknown
