START_DATE,START_DATE,START_TIME,END_DATE,END_DATE,END_TIME,TIME DIFF(MINS),HOURS,CATEGORY,START,STOP,MILES,SPEED,PURPOSE
12-24-2016 17:12,24-12-2016,05:12:00 PM,12-24-2016 17:27,24-12-2016,05:27:00 PM,12:15:00 AM,0.25,Business,Lahore,Lahore,1.7,6.8,Errand/Supplies
12-24-2016 19:12,24-12-2016,07:12:00 PM,12-24-2016 19:27,24-12-2016,07:27:00 PM,12:15:00 AM,0.25,Business,Lahore,Lahore,2.9,11.6,Meal/Entertain
12-24-2016 22:04,24-12-2016,10:04:00 PM,12-24-2016 22:09,24-12-2016,10:09:00 PM,12:05:00 AM,0.08,Business,Lahore,Lahore,0.6,7.2,Errand/Supplies
12-25-2016 0:10,25-12-2016,12:10:00 AM,12-25-2016 0:14,25-12-2016,12:14:00 AM,12:04:00 AM,0.07,Business,Lahore,Lahore,0.6,9.0,Errand/Supplies
12-25-2016 19:15,25-12-2016,07:15:00 PM,12-25-2016 19:26,25-12-2016,07:26:00 PM,12:11:00 AM,0.18,Business,Lahore,Lahore,2.3,12.5,Meal/Entertain
12-25-2016 21:58,25-12-2016,09:58:00 PM,12-25-2016 22:04,25-12-2016,10:04:00 PM,12:06:00 AM,0.10,Business,Lahore,Lahore,2.3,23.0,Meal/Entertain
12-26-2016 8:30,26-12-2016,08:30:00 AM,12-26-2016 8:41,26-12-2016,08:41:00 AM,12:11:00 AM,0.18,Business,Lahore,Lahore,3.2,17.5,Meal/Entertain
12-26-2016 9:05,26-12-2016,09:05:00 AM,12-26-2016 9:19,26-12-2016,09:19:00 AM,12:14:00 AM,0.23,Business,Lahore,Lahore,6.2,26.6,Customer Visit
12-26-2016 10:15,26-12-2016,10:15:00 AM,12-26-2016 10:36,26-12-2016,10:36:00 AM,12:21:00 AM,0.35,Business,Lahore,Lahore,7.7,22.0,Customer Visit
12-26-2016 11:29,26-12-2016,11:29:00 AM,12-26-2016 11:42,26-12-2016,11:42:00 AM,12:13:00 AM,0.22,Business,Lahore,Lahore,3.8,17.5,Customer Visit
12-26-2016 13:09,26-12-2016,01:09:00 PM,12-26-2016 13:43,26-12-2016,01:43:00 PM,12:34:00 AM,0.57,Business,Lahore,Unknown Location,7.9,13.9,Meeting
12-27-2016 7:02,27-12-2016,07:02:00 AM,12-27-2016 7:14,27-12-2016,07:14:00 AM,12:12:00 AM,0.20,Business,Karachi,Karachi,4.9,24.5,Temporary Site
12-27-2016 8:37,27-12-2016,08:37:00 AM,12-27-2016 8:59,27-12-2016,08:59:00 AM,12:22:00 AM,0.37,Business,Karachi,Karachi,5,13.6,Meal/Entertain
12-27-2016 12:53,27-12-2016,12:53:00 PM,12-27-2016 12:57,27-12-2016,12:57:00 PM,12:04:00 AM,0.07,Business,Karachi,Karachi,0.6,9.0,Meal/Entertain
12-27-2016 14:49,27-12-2016,02:49:00 PM,12-27-2016 15:03,27-12-2016,03:03:00 PM,12:14:00 AM,0.23,Business,Karachi,Unknown Location,3.1,13.3,Customer Visit
12-27-2016 16:34,27-12-2016,04:34:00 PM,12-27-2016 16:58,27-12-2016,04:58:00 PM,12:24:00 AM,0.40,Business,Unknown Location,Karachi,7.9,19.8,Meeting
12-27-2016 19:19,27-12-2016,07:19:00 PM,12-27-2016 19:50,27-12-2016,07:50:00 PM,12:31:00 AM,0.52,Business,Karachi,Karachi,5.5,10.6,Customer Visit
12-28-2016 8:34,28-12-2016,08:34:00 AM,12-28-2016 9:06,28-12-2016,09:06:00 AM,12:32:00 AM,0.53,Business,Karachi,Unknown Location,10.3,19.3,Meal/Entertain
12-28-2016 11:42,28-12-2016,11:42:00 AM,12-28-2016 12:12,28-12-2016,12:12:00 PM,12:30:00 AM,0.50,Business,Unknown Location,Karachi,10.4,20.8,Errand/Supplies
12-28-2016 13:53,28-12-2016,01:53:00 PM,12-28-2016 14:01,28-12-2016,02:01:00 PM,12:08:00 AM,0.13,Business,Karachi,Karachi,2,15.0,Errand/Supplies
12-28-2016 15:04,28-12-2016,03:04:00 PM,12-28-2016 15:39,28-12-2016,03:39:00 PM,12:35:00 AM,0.58,Business,Karachi,Unknown Location,8.5,14.6,Meal/Entertain
12-28-2016 17:02,28-12-2016,05:02:00 PM,12-28-2016 17:16,28-12-2016,05:16:00 PM,12:14:00 AM,0.23,Business,Unknown Location,Karachi,4.4,18.9,Errand/Supplies
12-28-2016 18:33,28-12-2016,06:33:00 PM,12-28-2016 18:56,28-12-2016,06:56:00 PM,12:23:00 AM,0.38,Business,Karachi,Karachi,3.8,9.9,Errand/Supplies
12-28-2016 22:44,28-12-2016,10:44:00 PM,12-28-2016 23:18,28-12-2016,11:18:00 PM,12:34:00 AM,0.57,Business,Karachi,Karachi,5.1,9.0,Errand/Supplies
12-29-2016 0:49,29-12-2016,12:49:00 AM,12-29-2016 1:06,29-12-2016,01:06:00 AM,12:17:00 AM,0.28,Business,Karachi,Karachi,3.8,13.4,Errand/Supplies
12-29-2016 9:44,29-12-2016,09:44:00 AM,12-29-2016 10:07,29-12-2016,10:07:00 AM,12:23:00 AM,0.38,Business,Karachi,Unknown Location,11.6,30.3,Meal/Entertain
12-29-2016 11:28,29-12-2016,11:28:00 AM,12-29-2016 12:00,29-12-2016,12:00:00 PM,12:32:00 AM,0.53,Business,Unknown Location,Karachi,11.9,22.3,Meal/Entertain
12-29-2016 12:25,29-12-2016,12:25:00 PM,12-29-2016 12:33,29-12-2016,12:33:00 PM,12:08:00 AM,0.13,Business,Karachi,Karachi,1.4,10.5,Errand/Supplies
12-29-2016 13:17,29-12-2016,01:17:00 PM,12-29-2016 13:24,29-12-2016,01:24:00 PM,12:07:00 AM,0.12,Business,Karachi,Karachi,1.1,9.4,Errand/Supplies
12-29-2016 13:56,29-12-2016,01:56:00 PM,12-29-2016 14:11,29-12-2016,02:11:00 PM,12:15:00 AM,0.25,Business,Karachi,Karachi,4.1,16.4,Airport/Travel
12-29-2016 14:42,29-12-2016,02:42:00 PM,12-29-2016 14:58,29-12-2016,02:58:00 PM,12:16:00 AM,0.27,Business,Karachi,Karachi,6.1,22.9,Between Offices
12-29-2016 15:05,29-12-2016,03:05:00 PM,12-29-2016 15:16,29-12-2016,03:16:00 PM,12:11:00 AM,0.18,Business,Karachi,Karachi,1.3,7.1,Errand/Supplies
12-29-2016 18:59,29-12-2016,06:59:00 PM,12-29-2016 19:14,29-12-2016,07:14:00 PM,12:15:00 AM,0.25,Business,Karachi,Unknown Location,3,12.0,Meal/Entertain
12-29-2016 19:50,29-12-2016,07:50:00 PM,12-29-2016 20:10,29-12-2016,08:10:00 PM,12:20:00 AM,0.33,Business,Unknown Location,Karachi,4.1,12.3,Customer Visit
12-29-2016 20:15,29-12-2016,08:15:00 PM,12-29-2016 20:45,29-12-2016,08:45:00 PM,12:30:00 AM,0.50,Business,Karachi,Karachi,7.2,14.4,Meeting
12-29-2016 20:53,29-12-2016,08:53:00 PM,12-29-2016 21:42,29-12-2016,09:42:00 PM,12:49:00 AM,0.82,Business,Karachi,Unknown Location,6.4,7.8,Unknown
12-29-2016 23:14,29-12-2016,11:14:00 PM,12-29-2016 23:47,29-12-2016,11:47:00 PM,12:33:00 AM,0.55,Business,Unknown Location,Karachi,12.9,23.5,Meeting
12-30-2016 10:15,30-12-2016,10:15:00 AM,12-30-2016 10:33,30-12-2016,10:33:00 AM,12:18:00 AM,0.30,Business,Karachi,Karachi,2.8,9.3,Errand/Supplies
12-30-2016 11:31,30-12-2016,11:31:00 AM,12-30-2016 11:56,30-12-2016,11:56:00 AM,12:25:00 AM,0.42,Business,Karachi,Karachi,2.9,7.0,Errand/Supplies
12-30-2016 15:41,30-12-2016,03:41:00 PM,12-30-2016 16:03,30-12-2016,04:03:00 PM,12:22:00 AM,0.37,Business,Karachi,Karachi,4.6,12.5,Errand/Supplies
12-30-2016 16:45,30-12-2016,04:45:00 PM,12-30-2016 17:08,30-12-2016,05:08:00 PM,12:23:00 AM,0.38,Business,Karachi,Karachi,4.6,12.0,Meeting
12-30-2016 23:06,30-12-2016,11:06:00 PM,12-30-2016 23:10,30-12-2016,11:10:00 PM,12:04:00 AM,0.07,Business,Karachi,Karachi,0.8,12.0,Customer Visit
12-31-2016 1:07,31-12-2016,01:07:00 AM,12-31-2016 1:14,31-12-2016,01:14:00 AM,12:07:00 AM,0.12,Business,Karachi,Karachi,0.7,6.0,Meeting
12-31-2016 13:24,31-12-2016,01:24:00 PM,12-31-2016 13:42,31-12-2016,01:42:00 PM,12:18:00 AM,0.30,Business,Karachi,Unknown Location,3.9,13.0,Temporary Site
12-31-2016 15:03,31-12-2016,03:03:00 PM,12-31-2016 15:38,31-12-2016,03:38:00 PM,12:35:00 AM,0.58,Business,Unknown Location,Unknown Location,16.2,27.8,Meeting
12-31-2016 21:32,31-12-2016,09:32:00 PM,12-31-2016 21:50,31-12-2016,09:50:00 PM,12:18:00 AM,0.30,Business,Katunayake,Gampaha,6.4,21.3,Temporary Site
12-31-2016 22:08,31-12-2016,10:08:00 PM,12-31-2016 23:51,31-12-2016,11:51:00 PM,01:43:00 AM,1.72,Business,Gampaha,Ilukwatta,48.2,28.1,Temporary Site
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Q1,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
